No.,Subject,Review
285,WIA1008,I love to be taught accounting by Sir Brian. A very marvellous course.
286,WIA1008,Great Course
287,WIA2001,"Really good teachers that made a ""boring"" theme (that I had in college) very interesting to watch and study."
288,WIA2001,Very good course well presented especially as the topic can be fairly complex.
289,WIA2001,Week 4 was the best and the more appropiate for the specialization.
290,WIA2001,"Thank you for offering this course. It has taught me a lot of things that I hadn't known. I'm interested in Accounting and there were some times I didn't know where I could gain the materials for study. Now thanks to your courses, I don't need to worry so much. Hope you will continue to produce more"
291,WIA2001,The Capstone project has been getting delayed since JanDont expect yourself to complete the specialization
292,WIA2001,"There was a gap between the prerequisites mentioned on the course details and those stated by Prof. Bushee during the lectures. As such, I found this course a bit harder due to tons of new terminologies in accounting."
293,WIA2001,Best course of the specialisation so far.
294,WIA2002,N/A
295,WIA2001,Prof Brian Bushee is really excellent but I felt that Prof Chris Ittner's lecture was quite fluffy for an analytics course. Would have appreciated practice problems and case study practices like the operation analytics class
296,WIA2001,This course was very informative and can easily be used in any business setting. I can go an apply the methods learned in this course to any organization's financial statement to get a better idea of their financial performance. I really enjoyed in week 4 how the information learned in prior weeks can be tied to nonfinancial measures in developing a causal model to improve the performance of a company.
297,WIA2001,Thank you so much for this good-quality course! I benefit a lot. Many thanks to dear professors!
298,WIA2001,"Really useful course, concise and resourceful"
299,WIA2001,"Very interesting course, well designed, using animated fun-makers to shoot out questions that you will probably do it yourself.Course content easy to understand. Very suited for non-accounting major analyst who wants to get some background in accounting analysis.."
300,WIA2001,Very boring
301,WIA2001,"Easiest accounting common sense. If you ever took acct , this will be a wasting of time."
302,WIA2001,"While each of the Business Analytics courses have been terrific in their own way, Accounting Analytics was the most challenging and most enjoyable. Accounting + clear information + dogs + sense of fun = a great course. Thank you!"
303,WIA2001,Extremely useful! I recommend it :)
304,WIA2002,no
305,WIA2001,Very interesting course!
306,WIA2001,Content very clear and explained by the professors.
307,WIA2001,Brain Bushee's videos are really impressive. Some areas are too technical for a beginner to understand. The rest of the material provide good understanding...
308,WIA2001,"Excellent course, professor Bushee always delivers such great explanations."
309,WIA2001,I really appreciate this instructor!! He is so considerate!
310,WIA2001,Great course!
311,WIA2001,Very interesting and provocative course. It will help you to receive additional knowledge which is very valuable.
